Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,Store,DayOfWeek,Month,DayOfMonth,IsWeekend,pr,TouristEvent_Bin,Sales_Lag7,Customers_Lag7
2012-09-17,20,123,5.81,No,49625,Philadelphia,0,9,17,0,0.0581,0,78926.0,414.0
2012-09-18,19,110,8.34,No,56618,Philadelphia,1,9,18,0,0.0834,0,107188.0,473.0
2012-09-19,17,110,6.06,No,51181,Philadelphia,2,9,19,0,0.060599999999999994,0,59675.0,461.0
2012-09-20,57,152,9.45,No,54540,Philadelphia,3,9,20,0,0.09449999999999999,0,51733.0,156.0
2012-09-21,42,186,9.54,No,64774,Philadelphia,4,9,21,0,0.09539999999999998,0,53967.0,173.0
2012-09-22,43,296,6.75,No,63478,Philadelphia,5,9,22,1,0.0675,0,72378.0,250.0
2012-09-23,42,216,10.45,No,48914,Philadelphia,6,9,23,1,0.1045,0,55815.0,182.0
2012-09-24,19,119,9.75,No,43787,Philadelphia,0,9,24,0,0.0975,0,49625.0,123.0
2012-09-25,21,106,8.21,No,49372,Philadelphia,1,9,25,0,0.0821,0,56618.0,110.0
2012-09-26,21,119,11.81,No,45250,Philadelphia,2,9,26,0,0.11810000000000001,0,51181.0,110.0
2012-09-27,38,131,6.77,No,51868,Philadelphia,3,9,27,0,0.0677,0,54540.0,152.0
2012-09-28,37,182,9.9,No,69335,Philadelphia,4,9,28,0,0.099,0,64774.0,186.0
2012-09-29,45,292,9.13,No,66380,Philadelphia,5,9,29,1,0.0913,0,63478.0,296.0
2012-09-30,24,182,10.86,No,61925,Philadelphia,6,9,30,1,0.10859999999999999,0,48914.0,216.0
2012-10-01,15,102,9.78,No,44538,Philadelphia,0,10,1,0,0.0978,0,43787.0,119.0
2012-10-02,24,123,7.06,No,55900,Philadelphia,1,10,2,0,0.0706,0,49372.0,106.0
2012-10-03,20,114,7.16,No,58416,Philadelphia,2,10,3,0,0.0716,0,45250.0,119.0
2012-10-04,33,152,11.73,No,52914,Philadelphia,3,10,4,0,0.1173,0,51868.0,131.0
2012-10-05,31,186,9.79,No,64401,Philadelphia,4,10,5,0,0.09789999999999999,0,69335.0,182.0
2012-10-06,88,1231,8.87,Yes,171665,Philadelphia,5,10,6,1,0.08869999999999999,1,66380.0,292.0
2012-10-07,107,798,9.9,Yes,97231,Philadelphia,6,10,7,1,0.099,1,61925.0,182.0
2012-10-08,34,497,11.48,Yes,78493,Philadelphia,0,10,8,0,0.1148,1,44538.0,102.0
2012-10-09,22,102,8.52,No,62610,Philadelphia,1,10,9,0,0.0852,0,55900.0,123.0
2012-10-10,18,106,10.96,No,49746,Philadelphia,2,10,10,0,0.1096,0,58416.0,114.0
2012-10-11,40,149,8.02,No,56806,Philadelphia,3,10,11,0,0.0802,0,52914.0,152.0
2012-10-12,45,234,10.86,No,60275,Philadelphia,4,10,12,0,0.10859999999999999,0,64401.0,186.0
2012-10-13,35,318,10.97,No,71615,Philadelphia,5,10,13,1,0.1097,0,171665.0,1231.0
2012-10-14,37,226,7.3,No,58551,Philadelphia,6,10,14,1,0.073,0,97231.0,798.0
2012-10-15,27,115,11.47,No,48499,Philadelphia,0,10,15,0,0.11470000000000001,0,78493.0,497.0
2012-10-16,29,137,7.51,No,63233,Philadelphia,1,10,16,0,0.0751,0,62610.0,102.0
2012-10-17,20,123,6.45,No,53068,Philadelphia,2,10,17,0,0.0645,0,49746.0,106.0
2012-10-18,54,145,13.02,No,61053,Philadelphia,3,10,18,0,0.13019999999999998,0,56806.0,149.0
2012-10-19,55,204,14.93,No,75176,Philadelphia,4,10,19,0,0.1493,0,60275.0,234.0
2012-10-20,64,383,15.54,No,92254,Philadelphia,5,10,20,1,0.15539999999999998,0,71615.0,318.0
2012-10-21,42,234,13.11,No,77484,Philadelphia,6,10,21,1,0.1311,0,58551.0,226.0
2012-10-22,22,115,7.23,No,54736,Philadelphia,0,10,22,0,0.0723,0,48499.0,115.0
2012-10-23,26,141,9.39,No,54725,Philadelphia,1,10,23,0,0.09390000000000001,0,63233.0,137.0
2012-10-24,28,158,7.83,No,60454,Philadelphia,2,10,24,0,0.0783,0,53068.0,123.0
2012-10-25,34,149,6.64,No,68056,Philadelphia,3,10,25,0,0.0664,0,61053.0,145.0
2012-10-26,42,192,8.24,No,70350,Philadelphia,4,10,26,0,0.0824,0,75176.0,204.0
2012-10-27,43,235,11.1,No,69006,Philadelphia,5,10,27,1,0.111,0,92254.0,383.0
2012-10-28,41,170,9.09,No,74692,Philadelphia,6,10,28,1,0.0909,0,77484.0,234.0
2012-10-29,22,107,10.41,No,67921,Philadelphia,0,10,29,0,0.1041,0,54736.0,115.0
2012-10-30,26,124,5.99,No,68049,Philadelphia,1,10,30,0,0.0599,0,54725.0,141.0
2012-10-31,23,153,6.62,No,83138,Philadelphia,2,10,31,0,0.0662,0,60454.0,158.0
2012-11-01,29,149,10.95,No,70912,Philadelphia,3,11,1,0,0.10949999999999999,0,68056.0,149.0
2012-11-02,61,230,5.8,No,49629,Philadelphia,4,11,2,0,0.057999999999999996,0,70350.0,192.0
2012-11-03,38,325,6.78,No,82309,Philadelphia,5,11,3,1,0.0678,0,69006.0,235.0
2012-11-04,32,244,10.32,No,65587,Philadelphia,6,11,4,1,0.1032,0,74692.0,170.0
2012-11-05,15,115,9.13,No,68065,Philadelphia,0,11,5,0,0.0913,0,67921.0,107.0
2012-11-06,27,115,10.18,No,63822,Philadelphia,1,11,6,0,0.1018,0,68049.0,124.0
2012-11-07,25,132,11.23,No,69768,Philadelphia,2,11,7,0,0.11230000000000001,0,83138.0,153.0
2012-11-08,40,153,6.94,No,68089,Philadelphia,3,11,8,0,0.0694,0,70912.0,149.0
2012-11-09,53,222,8.8,No,68943,Philadelphia,4,11,9,0,0.08800000000000001,0,49629.0,230.0
2012-11-10,128,1321,10.82,Yes,165555,Philadelphia,5,11,10,1,0.1082,1,82309.0,325.0
2012-11-11,145,1010,8.38,Yes,106754,Philadelphia,6,11,11,1,0.08380000000000001,1,65587.0,244.0
2012-11-12,67,890,9.69,Yes,144189,Philadelphia,0,11,12,0,0.0969,1,68065.0,115.0
2012-11-13,30,133,6.86,No,56477,Philadelphia,1,11,13,0,0.06860000000000001,0,63822.0,115.0
2012-11-14,43,141,8.45,No,67196,Philadelphia,2,11,14,0,0.08449999999999999,0,69768.0,132.0
2012-11-15,31,171,11.37,No,73558,Philadelphia,3,11,15,0,0.1137,0,68089.0,153.0
2012-11-16,57,253,15.44,No,67597,Philadelphia,4,11,16,0,0.15439999999999998,0,68943.0,222.0
2012-11-17,71,450,20.45,No,144419,Philadelphia,5,11,17,1,0.2045,0,165555.0,1321.0
2012-11-18,66,329,15.33,No,82361,Philadelphia,6,11,18,1,0.1533,0,106754.0,1010.0
2012-11-19,31,222,9.07,No,76179,Philadelphia,0,11,19,0,0.0907,0,144189.0,890.0
2012-11-20,37,231,15.14,No,76429,Philadelphia,1,11,20,0,0.1514,0,56477.0,133.0
2012-11-21,45,253,14.52,No,85711,Philadelphia,2,11,21,0,0.1452,0,67196.0,141.0
2012-11-22,30,369,15.56,No,71897,Philadelphia,3,11,22,0,0.15560000000000002,0,73558.0,171.0
2012-11-23,119,1693,16.28,No,252073,Philadelphia,4,11,23,0,0.1628,0,67597.0,253.0
2012-11-24,67,463,16.81,No,100190,Philadelphia,5,11,24,1,0.1681,0,144419.0,450.0
2012-11-25,46,347,17.93,No,103886,Philadelphia,6,11,25,1,0.1793,0,82361.0,329.0
2012-11-26,29,138,14.92,No,77744,Philadelphia,0,11,26,0,0.1492,0,76179.0,222.0
2012-11-27,21,129,10.93,No,67053,Philadelphia,1,11,27,0,0.1093,0,76429.0,231.0
2012-11-28,17,150,11.52,No,89181,Philadelphia,2,11,28,0,0.1152,0,85711.0,253.0
2012-11-29,41,150,10.66,No,101655,Philadelphia,3,11,29,0,0.1066,0,71897.0,369.0
2012-11-30,50,193,16.27,No,102925,Philadelphia,4,11,30,0,0.16269999999999998,0,252073.0,1693.0
2012-12-01,54,421,11.28,No,115844,Philadelphia,5,12,1,1,0.1128,0,100190.0,463.0
2012-12-02,51,296,11.68,No,93857,Philadelphia,6,12,2,1,0.1168,0,103886.0,347.0
2012-12-03,25,147,15.15,No,107839,Philadelphia,0,12,3,0,0.1515,0,77744.0,138.0
2012-12-04,16,154,17.51,No,95985,Philadelphia,1,12,4,0,0.1751,0,67053.0,129.0
2012-12-05,22,189,16.22,No,90907,Philadelphia,2,12,5,0,0.16219999999999998,0,89181.0,150.0
2012-12-06,30,197,14.66,No,98244,Philadelphia,3,12,6,0,0.1466,0,101655.0,150.0
2012-12-07,35,254,13.59,No,116818,Philadelphia,4,12,7,0,0.1359,0,102925.0,193.0
2012-12-08,52,382,10.82,No,95923,Philadelphia,5,12,8,1,0.1082,0,115844.0,421.0
2012-12-09,51,405,18.09,No,123381,Philadelphia,6,12,9,1,0.1809,0,93857.0,296.0
2012-12-10,28,176,13.04,No,102663,Philadelphia,0,12,10,0,0.1304,0,107839.0,147.0
2012-12-11,30,198,13.35,No,124714,Philadelphia,1,12,11,0,0.1335,0,95985.0,154.0
2012-12-12,29,228,13.71,No,109979,Philadelphia,2,12,12,0,0.1371,0,90907.0,189.0
2012-12-13,36,220,11.49,No,106397,Philadelphia,3,12,13,0,0.1149,0,98244.0,197.0
2012-12-14,52,280,19.72,No,104054,Philadelphia,4,12,14,0,0.1972,0,116818.0,254.0
2012-12-15,60,564,19.35,No,115390,Philadelphia,5,12,15,1,0.1935,0,95923.0,382.0
2012-12-16,44,456,19.22,No,115025,Philadelphia,6,12,16,1,0.19219999999999998,0,123381.0,405.0
2012-12-17,28,327,18.61,No,119704,Philadelphia,0,12,17,0,0.1861,0,102663.0,176.0
2012-12-18,24,319,15.18,No,123221,Philadelphia,1,12,18,0,0.1518,0,124714.0,198.0
2012-12-19,27,414,20.06,No,123225,Philadelphia,2,12,19,0,0.2006,0,109979.0,228.0
2012-12-20,36,414,17.45,No,95441,Philadelphia,3,12,20,0,0.1745,0,106397.0,220.0
2012-12-21,62,500,19.26,No,127238,Philadelphia,4,12,21,0,0.19260000000000002,0,104054.0,280.0
2012-12-22,65,741,21.18,No,153805,Philadelphia,5,12,22,1,0.2118,0,115390.0,564.0
2012-12-23,54,741,18.45,No,136464,Philadelphia,6,12,23,1,0.1845,0,115025.0,456.0
2012-12-24,33,345,22.67,No,92521,Philadelphia,0,12,24,0,0.2267,0,119704.0,327.0
2012-12-25,0,0,0.0,No,0,Philadelphia,1,12,25,0,0.0,0,123221.0,319.0
2012-12-26,33,721,19.86,No,124572,Philadelphia,2,12,26,0,0.1986,0,123225.0,414.0
2012-12-27,52,415,20.66,No,104057,Philadelphia,3,12,27,0,0.2066,0,95441.0,414.0
2012-12-28,50,423,12.88,No,103119,Philadelphia,4,12,28,0,0.1288,0,127238.0,500.0
2012-12-29,31,483,13.4,No,114553,Philadelphia,5,12,29,1,0.134,0,153805.0,741.0
2012-12-30,44,462,18.27,No,103833,Philadelphia,6,12,30,1,0.1827,0,136464.0,741.0
2012-12-31,30,389,14.26,No,101981,Philadelphia,0,12,31,0,0.1426,0,92521.0,345.0
2013-01-01,28,224,18.91,No,90940,Philadelphia,1,1,1,0,0.1891,0,0.0,0.0
2013-01-02,23,298,14.25,No,92188,Philadelphia,2,1,2,0,0.1425,0,124572.0,721.0
2013-01-03,26,216,21.26,No,61243,Philadelphia,3,1,3,0,0.2126,0,104057.0,415.0
2013-01-04,51,221,18.01,No,88401,Philadelphia,4,1,4,0,0.1801,0,103119.0,423.0
2013-01-05,40,315,18.1,No,79165,Philadelphia,5,1,5,1,0.18100000000000002,0,114553.0,483.0
2013-01-06,44,207,16.12,No,86869,Philadelphia,6,1,6,1,0.1612,0,103833.0,462.0
2013-01-07,18,160,18.62,No,77608,Philadelphia,0,1,7,0,0.1862,0,101981.0,389.0
2013-01-08,20,122,13.51,No,82376,Philadelphia,1,1,8,0,0.1351,0,90940.0,224.0
2013-01-09,18,155,15.83,No,79878,Philadelphia,2,1,9,0,0.1583,0,92188.0,298.0
2013-01-10,27,143,17.88,No,74915,Philadelphia,3,1,10,0,0.1788,0,61243.0,216.0
2013-01-11,45,181,16.82,No,82048,Philadelphia,4,1,11,0,0.16820000000000002,0,88401.0,221.0
2013-01-12,26,273,18.44,No,79905,Philadelphia,5,1,12,1,0.1844,0,79165.0,315.0
2013-01-13,31,225,16.47,No,81254,Philadelphia,6,1,13,1,0.16469999999999999,0,86869.0,207.0
2013-01-14,22,126,19.63,No,64780,Philadelphia,0,1,14,0,0.1963,0,77608.0,160.0
2013-01-15,15,139,16.55,No,82000,Philadelphia,1,1,15,0,0.1655,0,82376.0,122.0
2013-01-16,25,134,13.37,No,70111,Philadelphia,2,1,16,0,0.13369999999999999,0,79878.0,155.0
2013-01-17,30,130,15.47,No,70391,Philadelphia,3,1,17,0,0.1547,0,74915.0,143.0
2013-01-18,43,182,12.13,No,72639,Philadelphia,4,1,18,0,0.1213,0,82048.0,181.0
2013-01-19,103,1010,15.05,Yes,169665,Philadelphia,5,1,19,1,0.1505,1,79905.0,273.0
2013-01-20,75,794,17.95,Yes,87423,Philadelphia,6,1,20,1,0.1795,1,81254.0,225.0
2013-01-21,45,581,13.11,Yes,90523,Philadelphia,0,1,21,0,0.1311,1,64780.0,126.0
2013-01-22,18,100,17.32,No,58552,Philadelphia,1,1,22,0,0.1732,0,82000.0,139.0
2013-01-23,16,122,15.72,No,55688,Philadelphia,2,1,23,0,0.1572,0,70111.0,134.0
2013-01-24,25,105,9.87,No,55406,Philadelphia,3,1,24,0,0.0987,0,70391.0,130.0
2013-01-25,24,108,10.97,No,60298,Philadelphia,4,1,25,0,0.1097,0,72639.0,182.0
2013-01-26,22,222,8.93,No,68043,Philadelphia,5,1,26,1,0.08929999999999999,0,169665.0,1010.0
2013-01-27,37,182,14.66,No,55481,Philadelphia,6,1,27,1,0.1466,0,87423.0,794.0
2013-01-28,17,78,15.16,No,50500,Philadelphia,0,1,28,0,0.1516,0,90523.0,581.0
2013-01-29,27,87,7.94,No,51493,Philadelphia,1,1,29,0,0.0794,0,58552.0,100.0
2013-01-30,22,105,9.26,No,53103,Philadelphia,2,1,30,0,0.0926,0,55688.0,122.0
2013-01-31,33,143,7.75,No,44946,Philadelphia,3,1,31,0,0.0775,0,55406.0,105.0
2013-02-01,32,173,11.58,No,56644,Philadelphia,4,2,1,0,0.1158,0,60298.0,108.0
2013-02-02,30,283,8.24,No,61963,Philadelphia,5,2,2,1,0.0824,0,68043.0,222.0
2013-02-03,15,156,7.23,No,57455,Philadelphia,6,2,3,1,0.0723,0,55481.0,182.0
2013-02-04,15,117,9.98,No,45633,Philadelphia,0,2,4,0,0.0998,0,50500.0,78.0
2013-02-05,16,117,7.21,No,46066,Philadelphia,1,2,5,0,0.0721,0,51493.0,87.0
2013-02-06,20,114,6.6,No,53132,Philadelphia,2,2,6,0,0.066,0,53103.0,105.0
2013-02-07,24,114,12.26,No,49638,Philadelphia,3,2,7,0,0.1226,0,44946.0,143.0
2013-02-08,46,191,17.0,No,56361,Philadelphia,4,2,8,0,0.17,0,56644.0,173.0
2013-02-09,26,326,16.27,No,80969,Philadelphia,5,2,9,1,0.16269999999999998,0,61963.0,283.0
2013-02-10,24,235,16.96,No,67314,Philadelphia,6,2,10,1,0.1696,0,57455.0,156.0
2013-02-11,21,140,14.94,No,43742,Philadelphia,0,2,11,0,0.1494,0,45633.0,117.0
2013-02-12,31,149,11.77,No,67691,Philadelphia,1,2,12,0,0.1177,0,46066.0,117.0
2013-02-13,17,140,15.71,No,45803,Philadelphia,2,2,13,0,0.15710000000000002,0,53132.0,114.0
2013-02-14,28,188,10.42,No,58641,Philadelphia,3,2,14,0,0.1042,0,49638.0,114.0
2013-02-15,34,196,10.44,No,51558,Philadelphia,4,2,15,0,0.10439999999999999,0,56361.0,191.0
2013-02-16,106,1190,11.69,Yes,154237,Philadelphia,5,2,16,1,0.11689999999999999,1,80969.0,326.0
2013-02-17,48,902,11.79,Yes,118496,Philadelphia,6,2,17,1,0.11789999999999999,1,67314.0,235.0
2013-02-18,42,759,14.1,Yes,113859,Philadelphia,0,2,18,0,0.141,1,43742.0,140.0
2013-02-19,30,96,11.65,No,44020,Philadelphia,1,2,19,0,0.1165,0,67691.0,149.0
2013-02-20,20,118,12.93,No,34326,Philadelphia,2,2,20,0,0.1293,0,45803.0,140.0
2013-02-21,33,100,9.65,No,47280,Philadelphia,3,2,21,0,0.0965,0,58641.0,188.0
2013-02-22,44,140,10.13,No,49506,Philadelphia,4,2,22,0,0.1013,0,51558.0,196.0
2013-02-23,38,240,10.59,No,62562,Philadelphia,5,2,23,1,0.1059,0,154237.0,1190.0
2013-02-24,29,170,7.73,No,48780,Philadelphia,6,2,24,1,0.07730000000000001,0,118496.0,902.0
2013-02-25,29,105,7.63,No,54579,Philadelphia,0,2,25,0,0.07629999999999999,0,113859.0,759.0
2013-02-26,15,96,8.0,No,53930,Philadelphia,1,2,26,0,0.08,0,44020.0,96.0
2013-02-27,23,105,8.38,No,56624,Philadelphia,2,2,27,0,0.08380000000000001,0,34326.0,118.0
2013-02-28,36,118,11.11,No,50793,Philadelphia,3,2,28,0,0.11109999999999999,0,47280.0,100.0
2013-03-01,29,166,8.41,No,62563,Philadelphia,4,3,1,0,0.08410000000000001,0,49506.0,140.0
2013-03-02,29,253,7.37,No,73088,Philadelphia,5,3,2,1,0.0737,0,62562.0,240.0
2013-03-03,25,166,8.99,No,54216,Philadelphia,6,3,3,1,0.08990000000000001,0,48780.0,170.0
2013-03-04,24,114,6.47,No,65566,Philadelphia,0,3,4,0,0.0647,0,54579.0,105.0
2013-03-05,17,92,9.11,No,45190,Philadelphia,1,3,5,0,0.0911,0,53930.0,96.0
2013-03-06,19,105,9.96,No,65256,Philadelphia,2,3,6,0,0.09960000000000001,0,56624.0,105.0
2013-03-07,26,114,9.14,No,58460,Philadelphia,3,3,7,0,0.09140000000000001,0,50793.0,118.0
2013-03-08,27,141,12.52,No,63427,Philadelphia,4,3,8,0,0.1252,0,62563.0,166.0
2013-03-09,26,294,8.63,No,74105,Philadelphia,5,3,9,1,0.0863,0,73088.0,253.0
2013-03-10,61,206,10.32,No,51200,Philadelphia,6,3,10,1,0.1032,0,54216.0,166.0
2013-03-11,16,114,10.81,No,61658,Philadelphia,0,3,11,0,0.1081,0,65566.0,114.0
2013-03-12,18,105,10.13,No,52338,Philadelphia,1,3,12,0,0.1013,0,45190.0,92.0
2013-03-13,20,118,9.13,No,50639,Philadelphia,2,3,13,0,0.0913,0,65256.0,105.0
2013-03-14,41,136,10.87,No,55281,Philadelphia,3,3,14,0,0.10869999999999999,0,58460.0,114.0
2013-03-15,44,184,9.51,No,64014,Philadelphia,4,3,15,0,0.0951,0,63427.0,141.0
2013-03-16,41,328,13.91,No,97248,Philadelphia,5,3,16,1,0.1391,0,74105.0,294.0
2013-03-17,37,233,16.82,No,72894,Philadelphia,6,3,17,1,0.16820000000000002,0,51200.0,206.0
2013-03-18,21,145,6.67,No,57391,Philadelphia,0,3,18,0,0.0667,0,61658.0,114.0
2013-03-19,15,114,8.32,No,68274,Philadelphia,1,3,19,0,0.0832,0,52338.0,105.0
2013-03-20,25,141,6.59,No,57489,Philadelphia,2,3,20,0,0.0659,0,50639.0,118.0
2013-03-21,34,154,7.24,No,52470,Philadelphia,3,3,21,0,0.0724,0,55281.0,136.0
2013-03-22,51,207,9.59,No,58655,Philadelphia,4,3,22,0,0.0959,0,64014.0,184.0
2013-03-23,34,281,6.91,No,69722,Philadelphia,5,3,23,1,0.0691,0,97248.0,328.0
2013-03-24,27,215,6.75,No,79295,Philadelphia,6,3,24,1,0.0675,0,72894.0,233.0
2013-03-25,23,171,8.53,No,69379,Philadelphia,0,3,25,0,0.08529999999999999,0,57391.0,145.0
2013-03-26,18,158,9.55,No,63557,Philadelphia,1,3,26,0,0.0955,0,68274.0,114.0
2013-03-27,24,167,8.31,No,60798,Philadelphia,2,3,27,0,0.08310000000000001,0,57489.0,141.0
2013-03-28,29,180,6.88,No,64010,Philadelphia,3,3,28,0,0.0688,0,52470.0,154.0
2013-03-29,37,251,8.13,No,79834,Philadelphia,4,3,29,0,0.08130000000000001,0,58655.0,207.0
2013-03-30,29,317,7.97,No,82225,Philadelphia,5,3,30,1,0.0797,0,69722.0,281.0
2013-03-31,12,0,6.68,No,47556,Philadelphia,6,3,31,1,0.0668,0,79295.0,215.0
2013-04-01,17,172,9.25,No,67497,Philadelphia,0,4,1,0,0.0925,0,69379.0,171.0
2013-04-02,19,150,6.53,No,61698,Philadelphia,1,4,2,0,0.0653,0,63557.0,158.0
2013-04-03,30,176,6.5,No,65300,Philadelphia,2,4,3,0,0.065,0,60798.0,167.0
2013-04-04,40,176,8.0,No,53170,Philadelphia,3,4,4,0,0.08,0,64010.0,180.0
2013-04-05,33,255,10.73,No,88866,Philadelphia,4,4,5,0,0.1073,0,79834.0,251.0
2013-04-06,34,317,8.65,No,87143,Philadelphia,5,4,6,1,0.08650000000000001,0,82225.0,317.0
2013-04-07,29,220,9.44,No,53175,Philadelphia,6,4,7,1,0.0944,0,47556.0,0.0
2013-04-08,17,133,8.4,No,57735,Philadelphia,0,4,8,0,0.084,0,67497.0,172.0
2013-04-09,18,101,10.53,No,56743,Philadelphia,1,4,9,0,0.10529999999999999,0,61698.0,150.0
2013-04-10,19,106,8.64,No,57210,Philadelphia,2,4,10,0,0.0864,0,65300.0,176.0
2013-04-11,32,137,7.13,No,67788,Philadelphia,3,4,11,0,0.0713,0,53170.0,176.0
2013-04-12,36,194,9.96,No,62286,Philadelphia,4,4,12,0,0.09960000000000001,0,88866.0,255.0
2013-04-13,33,291,9.36,No,62133,Philadelphia,5,4,13,1,0.09359999999999999,0,87143.0,317.0
2013-04-14,28,229,10.19,No,66940,Philadelphia,6,4,14,1,0.10189999999999999,0,53175.0,220.0
2013-04-15,18,92,8.9,No,46503,Philadelphia,0,4,15,0,0.08900000000000001,0,57735.0,133.0
2013-04-16,22,106,7.74,No,59137,Philadelphia,1,4,16,0,0.0774,0,56743.0,101.0
2013-04-17,19,124,8.71,No,61607,Philadelphia,2,4,17,0,0.08710000000000001,0,57210.0,106.0
2013-04-18,33,119,11.92,No,43996,Philadelphia,3,4,18,0,0.1192,0,67788.0,137.0
2013-04-19,38,176,10.85,No,65194,Philadelphia,4,4,19,0,0.1085,0,62286.0,194.0
2013-04-20,35,274,10.57,No,69515,Philadelphia,5,4,20,1,0.1057,0,62133.0,291.0
2013-04-21,35,199,12.39,No,58095,Philadelphia,6,4,21,1,0.12390000000000001,0,66940.0,229.0
2013-04-22,21,110,10.43,No,61062,Philadelphia,0,4,22,0,0.1043,0,46503.0,92.0
2013-04-23,15,124,7.29,No,69615,Philadelphia,1,4,23,0,0.0729,0,59137.0,106.0
2013-04-24,23,115,9.61,No,67613,Philadelphia,2,4,24,0,0.09609999999999999,0,61607.0,124.0
2013-04-25,30,128,10.95,No,52736,Philadelphia,3,4,25,0,0.10949999999999999,0,43996.0,119.0
2013-04-26,40,185,9.32,No,62041,Philadelphia,4,4,26,0,0.0932,0,65194.0,176.0
2013-04-27,26,310,7.06,No,81078,Philadelphia,5,4,27,1,0.0706,0,69515.0,274.0
2013-04-28,27,203,8.18,No,65525,Philadelphia,6,4,28,1,0.0818,0,58095.0,199.0
2013-04-29,16,128,10.93,No,55537,Philadelphia,0,4,29,0,0.1093,0,61062.0,110.0
2013-04-30,16,115,8.0,No,45956,Philadelphia,1,4,30,0,0.08,0,69615.0,124.0
2013-05-01,20,124,11.47,No,61859,Philadelphia,2,5,1,0,0.11470000000000001,0,67613.0,115.0
2013-05-02,23,137,10.55,No,52768,Philadelphia,3,5,2,0,0.10550000000000001,0,52736.0,128.0
2013-05-03,24,173,12.14,No,65527,Philadelphia,4,5,3,0,0.12140000000000001,0,62041.0,185.0
2013-05-04,37,288,11.04,No,70526,Philadelphia,5,5,4,1,0.1104,0,81078.0,310.0
2013-05-05,26,230,11.15,No,67566,Philadelphia,6,5,5,1,0.1115,0,65525.0,203.0
2013-05-06,16,151,8.7,No,57438,Philadelphia,0,5,6,0,0.087,0,55537.0,128.0
2013-05-07,15,137,8.25,No,57682,Philadelphia,1,5,7,0,0.0825,0,45956.0,115.0
2013-05-08,15,142,8.21,No,62173,Philadelphia,2,5,8,0,0.0821,0,61859.0,124.0
2013-05-09,32,155,6.33,No,74119,Philadelphia,3,5,9,0,0.0633,0,52768.0,137.0
2013-05-10,32,204,8.48,No,72687,Philadelphia,4,5,10,0,0.0848,0,65527.0,173.0
2013-05-11,34,310,10.85,No,71898,Philadelphia,5,5,11,1,0.1085,0,70526.0,288.0
2013-05-12,32,213,9.12,No,52078,Philadelphia,6,5,12,1,0.09119999999999999,0,67566.0,230.0
2013-05-13,18,89,9.61,No,60400,Philadelphia,0,5,13,0,0.09609999999999999,0,57438.0,151.0
2013-05-14,15,107,8.52,No,50828,Philadelphia,1,5,14,0,0.0852,0,57682.0,137.0
2013-05-15,22,138,9.03,No,59353,Philadelphia,2,5,15,0,0.09029999999999999,0,62173.0,142.0
2013-05-16,27,164,7.72,No,61104,Philadelphia,3,5,16,0,0.07719999999999999,0,74119.0,155.0
2013-05-17,26,244,8.98,No,62021,Philadelphia,4,5,17,0,0.0898,0,72687.0,204.0
2013-05-18,28,315,6.0,No,70817,Philadelphia,5,5,18,1,0.06,0,71898.0,310.0
2013-05-19,33,236,7.04,No,79140,Philadelphia,6,5,19,1,0.0704,0,52078.0,213.0
2013-05-20,18,134,7.95,No,63527,Philadelphia,0,5,20,0,0.0795,0,60400.0,89.0
2013-05-21,21,129,5.55,No,59158,Philadelphia,1,5,21,0,0.0555,0,50828.0,107.0
2013-05-22,24,152,8.04,No,68313,Philadelphia,2,5,22,0,0.08039999999999999,0,59353.0,138.0
2013-05-23,34,213,10.13,No,80538,Philadelphia,3,5,23,0,0.1013,0,61104.0,164.0
2013-05-24,36,249,11.67,No,64509,Philadelphia,4,5,24,0,0.1167,0,62021.0,244.0
2013-05-25,68,1441,12.76,Yes,145705,Philadelphia,5,5,25,1,0.1276,1,70817.0,315.0
2013-05-26,70,956,12.08,Yes,115521,Philadelphia,6,5,26,1,0.1208,1,79140.0,236.0
2013-05-27,43,988,16.13,Yes,137842,Philadelphia,0,5,27,0,0.1613,1,63527.0,134.0
2013-05-28,28,147,14.44,No,74039,Philadelphia,1,5,28,0,0.1444,0,59158.0,129.0
2013-05-29,18,147,13.93,No,65022,Philadelphia,2,5,29,0,0.1393,0,68313.0,152.0
2013-05-30,36,138,8.46,No,63089,Philadelphia,3,5,30,0,0.08460000000000001,0,80538.0,213.0
2013-05-31,34,204,10.12,No,54891,Philadelphia,4,5,31,0,0.1012,0,64509.0,249.0
2013-06-01,32,325,10.09,No,67756,Philadelphia,5,6,1,1,0.1009,0,145705.0,1441.0
2013-06-02,31,249,11.2,No,66285,Philadelphia,6,6,2,1,0.11199999999999999,0,115521.0,956.0
2013-06-03,21,165,9.04,No,68300,Philadelphia,0,6,3,0,0.0904,0,137842.0,988.0
2013-06-04,20,152,10.78,No,62032,Philadelphia,1,6,4,0,0.10779999999999999,0,74039.0,147.0
2013-06-05,18,160,8.84,No,67967,Philadelphia,2,6,5,0,0.08839999999999999,0,65022.0,147.0
2013-06-06,42,169,9.88,No,77481,Philadelphia,3,6,6,0,0.09880000000000001,0,63089.0,138.0
2013-06-07,30,205,10.56,No,71073,Philadelphia,4,6,7,0,0.1056,0,54891.0,204.0
2013-06-08,30,325,11.93,No,73658,Philadelphia,5,6,8,1,0.1193,0,67756.0,325.0
2013-06-09,42,219,10.71,No,66214,Philadelphia,6,6,9,1,0.10710000000000001,0,66285.0,249.0
